module	contig_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00345	megaS121_000000005865	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K21071,K21071	2123,2129	K21071 is present in multiple modules: M00001/M00345
M00048	megaS121_000000005865	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	0.25	False	0.25	False	1.0	K00764,K01952	1,1	K00764,K01952	2158,2131	None
M00018	megaS121_000000005865	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	0.4	False	0.4	False	1.0	K01733	1	K00928,K01733	2136,2117	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00033	megaS121_000000005865	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00928 K00133 K00836 K06718 K06720"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00017	megaS121_000000005865	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00016	megaS121_000000005865	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00525	megaS121_000000005865	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00526	megaS121_000000005865	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00527	megaS121_000000005865	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00928	2136	K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00923	megaS121_000000005865	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K19068 K24258"	0.6666666666666666	False	0.6666666666666666	False	1.0	K24258	1	K15894,K24258	2199,2201	K15894 is present in multiple modules: M00923/M01007
M01007	megaS121_000000005865	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K15895 K15896 K15897 K15898 K15899"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K15894	2199	K15894 is present in multiple modules: M00923/M01007
M01009	megaS121_000000005865	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K24300,K28372) (K24310,K24311)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	2191	K24300 is present in multiple modules: M01009/M01032/M01033/M01037
M01032	megaS121_000000005865	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K24312"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	2191	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K24312
M01033	megaS121_000000005865	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K25626 K27969"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K24300	2191	K24300 is present in multiple modules: M01009/M01032/M01033/M01037
M01037	megaS121_000000005865	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 (K25626,K26217)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	2191	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K26217
M00924	megaS121_000000005865	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.6363636363636364	False	0.6363636363636364	False	1.0	K02188,K02189	1,1	K00595,K02188,K02189,K02224,K05895,K05936,K06042	2148,2145,2144,2149,2147,2146,2157	K00595 is present in multiple modules: M00924/M00925,K02224 is present in multiple modules: M00924/M00925,K05895 is present in multiple modules: M00924/M00925,K05936 is present in multiple modules: M00924/M00925,K06042 is present in multiple modules: M00924/M00925
M00925	megaS121_000000005865	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.45454545454545453	False	0.45454545454545453	False	NA	No enzymes unique to module	NA	K00595,K02224,K05895,K05936,K06042	2148,2149,2147,2146,2157	K00595 is present in multiple modules: M00924/M00925,K02224 is present in multiple modules: M00924/M00925,K05895 is present in multiple modules: M00924/M00925,K05936 is present in multiple modules: M00924/M00925,K06042 is present in multiple modules: M00924/M00925
M00122	megaS121_000000005865	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233"	0.8571428571428571	True	0.8571428571428571	True	1.0	K00768,K02226,K02227,K02231,K02232,K02233	1,1,1,2,1,1	K00768,K02226,K02227,K02231,K02231,K02232,K02233	2150,2128,2154,2151,2153,2156,2152	None
M00096	megaS121_000000005865	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.125	False	0.125	False	1.0	K03527	1	K03527	2140	None
M00569	megaS121_000000005865	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01666	2209	K01666 is present in multiple modules: M00569/M00545
M00545	megaS121_000000005865	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01666	2209	K01666 is present in multiple modules: M00569/M00545
M00761	megaS121_000000018134	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.8	True	0.8	True	1.0	K07806,K10011,K10012,K13014	1,1,1,1	K07806,K10011,K10012,K13014	1406,1408,1407,1409	None
M00003	megaS121_000000017848	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) (K01689,K27394) (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K02446	2297	K02446 is present in multiple modules: M00003/M00165/M00611/M00612
M00004	megaS121_000000017848	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.0	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00616	2298	K00616 is present in multiple modules: M00004/M00007
M00007	megaS121_000000017848	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00615 (K00616,K13810) K01783 (K01807,K01808)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00616	2298	K00616 is present in multiple modules: M00004/M00007
M00165	megaS121_000000017848	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K02446	2297	K02446 is present in multiple modules: M00003/M00165/M00611/M00612
M00083	megaS121_000000017848	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K02372	2279	K02372 is present in multiple modules: M00083/M00572
M00959	megaS121_000000017848	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.25	False	0.25	False	1.0	K01487	1	K01487	2301	None
M00051	megaS121_000000017848	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"	0.3333333333333333	False	0.7	False	1.0	K00609,K01465,K17828	1,1,1	K00609,K01465,K01955,K01956,K17828	2250,2249,2247,2248,2245	K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978
M00978	megaS121_000000017848	Ornithine-ammonia cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01955,K01956	2247,2248	K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978
M00995	megaS121_000000017848	UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00820 K03431 K04042 K00790 K00075"	0.2	False	0.2	False	1.0	K00790	1	K00790	2296	None
M00063	megaS121_000000017848	CMP-KDO biosynthesis, ribulose-5P => CMP-KDO	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K06041 K01627 K03270 K00979"	1.0	True	1.0	True	1.0	K00979,K01627,K03270,K06041	1,1,1,1	K00979,K01627,K03270,K06041	2271,2270,2268,2269	None
M00060	megaS121_000000017848	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560"	0.8888888888888888	True	0.8888888888888888	True	NA	No enzymes unique to module	NA	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K09949	2278,2275,2272,2267,2281,2273,2280,2282,2276	K00677 is present in multiple modules: M00060/M00866,K00748 is present in multiple modules: M00060/M00866,K00912 is present in multiple modules: M00060/M00866,K02517 is present in multiple modules: M00060/M00866,K02527 is present in multiple modules: M00060/M00866,K02535 is present in multiple modules: M00060/M00866,K02536 is present in multiple modules: M00060/M00866,K09949 is present in multiple modules: M00060/M00866
M00866	megaS121_000000017848	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778"	0.8888888888888888	True	0.8888888888888888	True	NA	No enzymes unique to module	NA	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K09949	2278,2275,2272,2267,2281,2273,2280,2282,2276	K00677 is present in multiple modules: M00060/M00866,K00748 is present in multiple modules: M00060/M00866,K00912 is present in multiple modules: M00060/M00866,K02517 is present in multiple modules: M00060/M00866,K02527 is present in multiple modules: M00060/M00866,K02535 is present in multiple modules: M00060/M00866,K02536 is present in multiple modules: M00060/M00866,K09949 is present in multiple modules: M00060/M00866
M00125	megaS121_000000017848	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K21064	1	K21064	2255	None
M00120	megaS121_000000017848	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K03525	1	K03525	2306	None
M00572	megaS121_000000017848	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K02372	2279	K02372 is present in multiple modules: M00083/M00572
M00126	megaS121_000000017848	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.4	False	0.5714285714285714	False	1.0	K00796,K00950	1,1	K00796,K00950,K01495,K01633	2319,2317,2320,2318	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01633 is present in multiple modules: M00126/M00840
M00840	megaS121_000000017848	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01633	2318	'--' steps are assumed incomplete,K01633 is present in multiple modules: M00126/M00840
M00841	megaS121_000000017848	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01495	2320	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988
M00842	megaS121_000000017848	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	2320	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988
M00843	megaS121_000000017848	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	2320	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988
M00988	megaS121_000000017848	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) K01737 K10026 K06920 (K06879,K09457)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01495	2320	K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988
M00575	megaS121_000000017848	Pertussis pathogenicity signature, T1SS	Signature modules	Gene set	Pathogenicity	"K22944 K11004 K07389 K11003 K12340"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K12340	2288	K12340 is present in multiple modules: M00575/M00696/M00697
M00627	megaS121_000000017848	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	"K02172 K02171 (K18766,K17836)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K17836	1	K17836	2325	None
M00696	megaS121_000000017848	Multidrug resistance, efflux pump AcrEF-TolC	Signature modules	Gene set	Drug resistance	"K18140 K18141+K18142+K12340"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K12340	2288	K12340 is present in multiple modules: M00575/M00696/M00697
M00697	megaS121_000000017848	Multidrug resistance, efflux pump MdtEF-TolC	Signature modules	Gene set	Drug resistance	"K07690 K18898+K18899+K12340"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K12340	2288	K12340 is present in multiple modules: M00575/M00696/M00697
M00611	megaS121_000000017848	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K02446	2297	K02446 is present in multiple modules: M00003/M00165/M00611/M00612
M00612	megaS121_000000017848	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K02446	2297	K02446 is present in multiple modules: M00003/M00165/M00611/M00612
M00627	megaS121_000000007595	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	"K02172 K02171 (K18766,K17836)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K02171,K02172	1,1	K02171,K02172	1566,1565	None
M00014	megaS121_000000012928	Glucuronate pathway (uronate pathway)	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00012 ((K12447 K16190),(K00699 (K01195,K14756))) K00002 K13247 -- K03331 (K05351,K00008) K00854"	0.125	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00012	2957	'--' steps are assumed incomplete,K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00631	megaS121_000000012928	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)"	0.4	False	0.4	False	1.0	K00041	1	K00041,K01812	2953,2951	K01812 is present in multiple modules: M00631/M00061
M00061	megaS121_000000012928	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01812	2951	K01812 is present in multiple modules: M00631/M00061
M00129	megaS121_000000012928	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00963 K00012 K00699 K01195 K00002 K01053 K00103"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00012	2957	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00094	megaS121_000000012928	Ceramide biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"K00654 K04708 (K04709,K04710,K24621,K24622,K23727,K28195,K28194) K04712"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00654	2978	K00654 is present in multiple modules: M00094/M00099
M00099	megaS121_000000012928	Sphingosine biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"K00654 K04708 (K04709,K04710,K24621,K24622,K23727,K28195,K28194) K04712 (K01441,K12348,K12349)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00654	2978	K00654 is present in multiple modules: M00094/M00099
M00051	megaS121_000000012928	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K17828	1	K17828	3002	None
M00020	megaS121_000000012928	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00058 K00831 (K01079,K02203,K22305,K25528)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01079	1	K01079	2960	None
M00016	megaS121_000000012928	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01714	3005	K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00525	megaS121_000000012928	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01714	3005	K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00526	megaS121_000000012928	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01714	3005	K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00527	megaS121_000000012928	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01714	3005	K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00029	megaS121_000000012928	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01476	3055	K01476 is present in multiple modules: M00029/M00134
M00134	megaS121_000000012928	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"K01476,K27545 K01581"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01476	3055	K01476 is present in multiple modules: M00029/M00134
M00997	megaS121_000000012928	UDP-Xyl/L-Ara biosynthesis, UDP-Glc => UDP-Xyl => UDP-L-Ala	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08678 K12448"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00012	2957	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00999	megaS121_000000012928	UDP-GlcA/GalA biosynthesis, UDP-Glc => UDP-GlcA => UDP-GalA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K08679"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00012	2957	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00761	megaS121_000000012928	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00012	2957	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00793	megaS121_000000012928	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K01790	2956	K01790 is present in multiple modules: M00793/M01022
M01022	megaS121_000000012928	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01790	2956	K01790 is present in multiple modules: M00793/M01022,No KOfam profile for K19180
M00125	megaS121_000000012928	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K21063	1	K21063	3059	None
M00126	megaS121_000000012928	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K22391	2991	K22391 is present in multiple modules: M00126/M00988
